,productName,offer_Price,market_Price
6483,SC208 Wireless Speaker Bluetooth 4.0 Caixa De Som Stereo Subwoofer Speakers green one size ,KSh 999,"KSh 1,999 "
6484,New fashion Men&aposs shoes Ncasual wear canvas shoes Men&aposs shoes Board shoes Breathable shoes black 40 Taotao-fashion New fashion men&aposs shoes Ncasual wear canvas shoes Men&aposs shoes Board shoes Breathable shoes,"KSh 1,799","KSh 2,899 "
6485,"6 colors Classic Fashion Women Luxury Handbag PU Leather Genuine Bags wine f 100% brand new and high quality Package include:1*Handbag,1*Cellphone bag,1*Purse,1*Card bag,PU leather bag for ladies","KSh 1,184",
6486,V Neck Flared Sleeves Mesh Patchwork Shirts Plus Size Casual Loose Mesh Women Blouse white s Limited stock of high-quality goods and quick purchase,"KSh 2,169",
6487,2019 New Office Kitten Heels shoes  Women Flock Pumps Stilettos Pointed Toe Lady Shoes High Heels cream 40 2019 New Women shoes Office Kitten Heels Flock Basic Pumps Stilettos Pointed Toe Lady Shoes High Heels,KSh 999,
6488,Europe Fashion Ladies shoes Casual Flats Tod&aposs shoes Women Office loafer slipper faux leather vans black 40 Europe Fashion Ladies shoes Casual Flats Women Tod&aposs shoes Office loafer slipper faux leather vans,"KSh 6,399",
6489,Professional Digital Video Camcorder Digital Camera 1200W Optical Zoom 4X DVR Photography Photo Sensor Type: CMOS Sensor Size: 1/2.3 inch Special Features: Optical Image Stabilization,"KSh 5,999","KSh 16,000 "
6490,Canon PIXMA IP2780 Inkjet A4 Photo Printer black ,KSh 399,KSh 988 
6491,Mini Wireless Bluetooth earphone Blutooth headset Stereo headphones  Earpiece Small Sports Cordless black Small Sports Cordless Hands free Headset earphone,"KSh 2,100","KSh 4,599 "
6492,LYONS 3 in 1  Blender with Grinder FY-1732 1.5L Beige ,"KSh 1,899","KSh 3,399 "
6493,"Joyism Women Backpack + Message Bag+Wallet + Card  Luxury PU Leather Genuine Bag white f 100% brand new and high quality Package include:1*Handbag,1*Cellphone bag,1*Purse,1*Card bag,PU leather bag for ladies,1* lovely bear",KSh 791,KSh 799 
6494,Fashion Men Shirt Double Breasted Dress Short Sleeve Slim Fit Camisa Masculina Casual Male Hawaiian blue xxl ,"KSh 1,063","KSh 2,084 "
6495,Breathable Mesh Summer Shoes Women Comfortable Cheap Casual Ladies Shoes Men Sneakers for Walking light gray 46 ,KSh 899,
6496,Short Lob Lace Wigs High Quality Wigs for Ladies Natural Weaves Medium-lenght Hair Women Wigs black 10inch ,"KSh 2,090",
6497,"ADZA Romeo Trendy Fashionable Unique Tough Sole  Fashion Sneaker Men Shoes Navy Blue AD-34-41 Color-Navy blue
Material- PU Nubuck & MESH Upper and TR SOLE
Fastening- Trendy Lace-up
Fashion- Casual and Sport Shoes",KSh 699,
6498,Bottled Drinking Water Pump Hand Press Manual Pump Dispenser Pump Faucet Tool green&white 190*75*75mm ,"KSh 1,790","KSh 3,280 "
6499,Multifunctional Thin Blanket Soft Breathable Skin-Friendly Durable color as picture 200cm*230 ,KSh 700,
6500,Durable high quality  sauce/stew pan Aluminium 19cm ,"KSh 1,699",
6501,RONI Baby girl sequins bowknot dress shoes princess shoes kids formal shoes student leather shoes 01 25 ,KSh 300,
6502,Fine Alluminum Deep Tray Silver 11 inch (28 cm) Very presentable and easy to clean,"KSh 2,590","KSh 4,990 "
6503,4Pcs Bedding Set  (1 Duvet cover+1 Bed sheet+2 Pillow covers) Super Wash Padding Cotton Elasticity color as picture 4*6 ,"KSh 2,399",
6504,"Trendy Shoes New Men&aposs Driving Shoes Fashion Business Leisure Leather Shoes blue 39 leather Good quality and service
lowest price online
Excellent value for money","KSh 1,999","KSh 5,999 "
6505,"Natural Plant Cashmere Four Pieces High Quality 100% Cotton Duvet Covers Bedding Set as the picture 5*6 Soft, not deformed
Bright colors, moisture absorption and breathability",KSh 499,"KSh 1,299 "
6506,Universal 8X Zoom Mobile Telescope Lens Telephoto External Smartphone Camera Lens for phone tablet Black Red 8X Optical Zoom Mobile Phone Telescope With Clip Camera Lens,KSh 899,
6507,"Women&aposs bag 2018 new trend fashion lychee pattern four-piece mother bag slung shoulder bag gray one size Style women&aposs handbag fabric texture PU lining texture polyester
Bag shape vertical square bag trend style mother and daughter bag",KSh 515,
6508,Class 10 Trans Flash/Micro SD Memory Card 8G/16G-Black With Adapter black one size 16g+adapter one size ,KSh 199,
6509,Eyebrow Trimmer Eyelash Shears Comb as photo ,"KSh 1,399",
6510,New Sports and Leisure Men&aposs Shoes Lightweight Breathable Non-slip Tide Mesh Sneakers black 44 ,KSh 255,KSh 319 
6511,Banana Brand Wholesale-Empty mermaid glow-in-the-dark necklace pendants for women jewellery gifts Green 45+5cm ,KSh 759,"KSh 1,259 "
6512,Neckties Sets for Business Wedding within Tie Clip Pocket Square Handkerchief  Cuff link Cufflinks 8001 One Size Welcome to our store! We are a store specialized in searching the world&aposs most fasionable stuff for you!,"KSh 1,389",
6513,Pleated Waist Long Party Dress Skirt Womens Hight Fashion Designer Elegant Ladies Elastic Skirt As picture M ,KSh 899,
6514,New 2018 Spring Summer Mesh Shoes Men Sneakers  Shoes Male Brand Fashion Sneakers Black green 39 New 2018 Spring Summer Mesh Shoes Men Sneakers Low top Black Shoes Men&aposs Casual Shoes Male Brand Fashion Sneakers,KSh 649,"KSh 1,199 "
6515,"5  Pack Women&aposs Cotton Underwear Beyond Soft Briefs Panties 5 pcs colors random xl Women&aposs 5  Pack Stretch Cotton Panties, Assorted Colors
12 Colors random","KSh 1,099","KSh 2,599 "
6516,COCOCICI Men Fashion Embroidery Multicolor Base Printing Shirt Large Size Slim Long Sleeve Shirt black 2xl COCOCICI Men Fashion Embroidery Multicolor Base Printing Shirt Large Size Slim Long Sleeve Shirt,KSh 799,"KSh 1,998 "
6517,2018 New  Arrival Diagonal Cross Bag Ladies Shoulder Bag Wholesale PU wave soft Leather Handbag black 25*8*17CM 2018 New  Arrival Diagonal Cross Bag Ladies Shoulder Bag Wholesale PU wave soft Leather Handbag,KSh 899,"KSh 1,798 "
6518,COCOCICI Fastion Men Trouser Side Pockets Elastic Cuffed Jogger Pants multiple pockets casual pants Light blue 3XL COCOCICI Fastion Men Clothes Trouser Side Pockets Elastic Cuffed Jogger Pants,"KSh 1,699","KSh 2,199 "
6519,MSIN Crossbody Bags For Women Messenger Bags Vintage Leather Bags Handbags Women Rivet Shoulder red wine 25*19*12cm Crossbody Bags For Women Messenger Bags Vintage Leather Bags Handbags Women Rivet Small Shoulder,"KSh 1,065","KSh 1,345 "
6520,"SOFTCARE Diaper Gold, Medium 6-9Kgs,Count 72 For baby blue M72(6-9kgs) ",KSh 360,KSh 780 
6521,6 PCS Toothpaste T-GUARD Special Salt style(Cinnamon Mint) red ,"KSh 2,469","KSh 2,599 "
6522,"Environmental Water Home Used Spray Mop for Household Floor Cleaning Tools Blue 40*13.5*127cm Multifunction, Environmental, Home Used, Spray Mop, Household, Floor Cleaning Tools","KSh 1,499",
6523,MSIN Large size women dresses body slimming cropped sleeves stitching gold velvet dress s black MSIN Large size women dresses body slimming cropped sleeves stitching gold velvet dress,KSh 269,
6524,RONI Fashionable temperament elegant brooch diamond pearl silk scarf buckle 01 all code ,KSh 399,KSh 599 
6525,"FH Brand Wired Selfie Stick, Extendable  Handheld Monopod For Most Phone :Infinix Samsung Huawei Etc blue one Compatible telescopic folding wire selfie stick.","KSh 1,288",
6526,A1 Smart Watches SIM/TF Bluetooth Sport WristWatch Smartwatch with Camera Android Phone Infinix red one size Hot Sale Item; Amazing Appearance;  Music/Video Player; Camera;Sleep Detector; Calendar; Calculator; Time; Alarm Clock......,"KSh 2,899",
6527,"JayJero bt009. Metal bluetooth headphones wireless heavy bass stereo loud durable gold Buy any JayJero line of audio products and just 'Listen and Believe'.
Mostly made of metal and really well built.",KSh 450,KSh 999 
6528,Sundabests Non-Stick Triple Coating Frying Pan(SD-24/26) red 24cm ,"KSh 6,250","KSh 6,990 "
6529,VITRON V631D Home Theater Sound System 2.1 Multimedia Bluetooth Speaker Subwoofer black 90W V631D ,"KSh 2,150",
6530,ROYAL MASTER  BLENDER BS-1178 3in1  1.5ltrs WITH  GRINDER as picture ROYAL MASTER  BS-1176 3in1 BLENDER 1.5ltrs,"KSh 1,935",
6531,ROYAL MASTER BLENDER  BS-1156 2in1 1.5ltrs WITH GRINDER As Picture ROYAL MASTER  BS-1156 2in1 BLENDER,KSh 959,"KSh 1,699 "
6532,Electric Steam Iron With Adjusted Temperature Stainless Steel Baseplate Steamer For Clothes (808) blue+white ,KSh 655,KSh 999 
6533,Kids Boys Clothing Set Baby Outfit Top+Pants Sport Toddler Tracksuit CR001A royalblue 90 ,KSh 799,
6534,RONI Spring Baby boy fashion light board shoes casual shoes girl kids LED flash sneakers 01 21 ,"KSh 1,238","KSh 1,510 "
6535,Pretty Baby high count *2 +free wipes 80 pack Green L (8kg-14kg) pretty baby diapers are favorable diapers for babies made from soft cotton materials that keeps the baby cool and dry.,"KSh 2,999","KSh 3,199 "
6536,"Rechargeable Walkie-talkie For Baofeng BF-888S VHF/UHF FM Transceiver Radio black Rechargeable Walkie-talkie, For Baofeng BF-888S, VHF/UHF, FM Transceiver, 400-470MHz, Flashlight, With Headset, 2-way Radio",KSh 999,
6537,"iBRIT B1 1.8 RAM 32MB ROM32 Resolution 128*160 8oomAh bluetooth, Dual Sim Red Resolution 128*160 8oomAh bluetooth, Dual Sim",KSh 269,
6538,RONI 4pcs Lady temperament bracelet fashion alloy diamond jewelry set watch accessories 02 all code ,"KSh 3,500",
6539,"Toofn Handbag Tassel Single Shoulder Bag,Bucket Bag Black F PU leather tote bag,ladies sling bag,crossbody bag for women",KSh 999,"KSh 1,599 "
6540,Lucky Men New arrival Men&aposs Long-sleeved Oxford Solid Color Shirt Men&aposs Business Casual Shirt NXJF1 xxl Lucky Men New arrival Men&aposs Long-sleeved Oxford Solid Color Shirt Men&aposs Business Casual Shirt,"KSh 4,190","KSh 5,990 "
6541,100% Preferred Cotton 4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers)  Smooth Soft color as picture 5*6 ,"KSh 4,190","KSh 5,990 "
6542,100% Preferred Cotton 4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers) Smooth Soft color as picture 5*6 ,"KSh 4,190","KSh 5,990 "
6543,100% Preferred Cotton 4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers) Smooth Soft color as picture 5*6 ,KSh 799,"KSh 1,112 "
6544,"Large Black and White Diagonal Stripes Lady Dress Sexy Vest Type Long Dress XXL Black + white Sleeveless, Long Lady Dress, Large Black and White Diagonal Stripes, High-waisted, Vest Type Long Dress","KSh 1,799",
6545,RONI Autumn lady warm robe women temperament  velvet pajamas girl home clothes 02 m ,KSh 499,KSh 899 
6546,Star Style Belt Women Bling Bling Metal Adjustable Buckle for Dresses Accessory Welcome to our store! We are a store specialized in searching for the world&aposs most fashionable stuff for you!,"KSh 4,399","KSh 4,899 "
6547,LED Portable DC Dynamo Emergency Solar Panel Headlamp Radio Reading Lamp Phone Charger Flashlight One Color One Size Welcome to our store! We are a store specialized in searching for the world&aposs most fashionable stuff for you.,"KSh 2,100",
6548,10 x22 traveler porcelain white high times pocket LLL night vision binoculars 10 x22 traveler porcelain white high times pocket LLL night vision binoculars,KSh 979,
6549,"BQ HAIR Top 7A Brazilian Human Hair Body Wave 100g/pc Natural Color Great Deals nature black 10 inch 100% Unprocessed Brazilian Virgin Human Hair Extension Weave Bundles ;100g/Bundle, Best Quality, No Tangle No Shedding","KSh 1,373",
6550,BQ HAIR Top 7A Brazilian Straight Human Hair 100g/pc Natural Black Color Great Deals nature black 14 inch 100% Unprocessed Brazilian Virgin Human Hair Extension Weave Bundles,"KSh 2,999",
6551,TOOFN Brand new Lace Handbags shoulder bags gray f ,KSh 399,
6552,SL Wallet for Men PU Leather Short Business Casual Style Multilayer Card Set Bag brown one size Refined casual business style; Multilayer large capacity design,"KSh 1,599","KSh 1,699 "
6553,"Fashion 17-Inch Bag Business Large-capacity Laptop Backpack,/USB Charging Port & Headphone interface black one size Fashion 17-Inch Bag Business Large-capacity Laptop Backpack, USB Charging Port & Headphone interface",KSh 999,
6554,Quadrate Mosquito Net Palace Net Lace Bed Netting with Three-Door Bed Net white 4*6 Quadrate Mosquito Net Palace Net Lace Bed Netting with Three-Door Bed Net No Metal,"KSh 2,590","KSh 3,990 "
6555,4Pcs Bedding Set  (1 Duvet cover+1 Bed sheet+2 Pillow covers) Super Wash Padding Cotton Elasticity color as picture 4*6 ,"KSh 1,050","KSh 1,590 "
6556,Sundabests High Quality Vacuum Jar Insulated Cup 1.8L（10917） silver 1.8L ,"KSh 1,980",
6557,"Men's short-sleeved shirt men's short sleeve men's shirts gerliovooe stripes lapel cotton men's fashion business For the crowd, the casualnStyle cardigan, bargains category Business gentlemannVersion Straight type, collar lapelnSleeve short-sleeved, thin section thickness, a stripe patternnError range 1-2cm. Sui","KSh 1,399","KSh 4,599 "
6558,Wireless Bluetooth Stereo Headset Foldable Headphone Earphone for iPhone Samsung Android black+gold ,"KSh 4,530",
6559,"Men's suits, men's suit business suits suit jacket Slim professional dress groom groomsmen group clothing for men ... Taohuo popular youth category, a single row of two button placketnFor four seasons, error range 1-3cmnFabric name tr, the main component of viscose rayon fabricnFabric content of the main component 65","KSh 4,244",
6560,220V 800ml Electric Blender Juice Maker Drink Frui Multicolor Normal ,KSh 199,
6561,Steering Wheel Cradle Holder Clip Car/Bike Mount For TENCO/HUAWEI/ITEL/INFINX/GIONEE/NOKIA ,"KSh 6,579",
6562,Ouchuangbo ODB2 Scanner Full OBDII Function Auto Diagnostic Tool Code Reader Ouchuangbo OBD2/ EOBD Car Auto Diagnostics Scanner Automotive Fault Code Reader tool detector Automotive Tool ins tock fast ship,KSh 499,
6563,8Pcs Assorted colors Infant Newborn Bath Towel Washcloth Bathing Feeding Wipe Cloth Soft Multi colored one size 8Pcs Assorted colors Infant Newborn Bath Towel Washcloth Bathing Feeding Wipe Cloth Soft,KSh 699,"KSh 1,130 "
6564,New Multicolor leather wallet female long paragraph leather wallets Purse for women free shipping pink one size New Multicolor Ms. wax leather wallet female long paragraph leather wallets Purse for women free shipping,KSh 379,KSh 750 
6565,FH 1 Set Of 3 Gem Alloy Necklace Water Drop Pendant Long Earrings Suit Creative Fashion Accessories green 50cm ,KSh 699,KSh 999 
6566,New lapel long sleeve dress shirt skirt stripe loose belt casual office fashion plus belt m 02 Long-sleeved dress shirt skirt stripe loose belt casual office belt,"KSh 1,299","KSh 1,599 "
6567,"SKMEI Men Fashion Sport Watch Electronics Military Digital LED Quartz Wristwatch Waterproof Watches gold 25CM Sport Watch,Men,Women,Waterproof,Outdoor,Led,Quartz","KSh 1,299","KSh 2,598 "
6568,CURREN Watches Men Quartz Top Brand Analog Military Watches Men Sports Waterproof Business Watches style 1 normal ,KSh 360,KSh 780 
6569,6 PCS Toothpaste T-GUARD Special Salt style(Spear Mint) blue ,KSh 499,KSh 599 
6570,"Fashion Womens Watch Crystal Stainless Steel Analog Quartz Ladys Watch Business Watch Black Women Fashion Watch,Ladys Watch,Quartz","KSh 1,499","KSh 2,998 "
6571,ShoeAll 1 Pair Men Casual Sneakers Loafers Fashion Quality Men Shoe Dark Blue 40 ,"KSh 2,299","KSh 2,590 "
6572,VITRON V007 Home Theater Sound System 2.1 Multimedia Speaker Subwoofer black 25w VOO7 ,"KSh 1,188",
6573,Men Flats Shoes Leather Loafers Driving Mocassin Slip On Shoes Male Summer Casual Footwear Camel gray 39=24.5cm Brand:Warm like home,KSh 450,KSh 590 
6574,Transull High Quality 1pcs Table Cloth(35234-1) random color 137*183cm ,KSh 399,KSh 799 
6575,6 Pairs/Set Earring Jewelry Women Fashion Accessories Earring Rhinestone Rainbow Color Jewellery colors one size 6 Pairs/Set Earring,KSh 499,"KSh 1,899 "
6576,Super Bass Sweat Proof Sports Earphones Black+Green ,KSh 999,"KSh 2,199 "
6577,Synthetic Wigs New Fashion Hair Wigs Women Wigs Long Hair Straight 26inch black 26inch Synthetic Wigs Straight 26inch,KSh 499,
6578,"12PCS/Set Lipstick Mini Cute Waterproof Beautiful Lippie Balm 12Color Make Up 12 colors set Super save money, get 12 pcs set of lipstick now!",KSh 379,KSh 599 
6579,"Men&aposs Wallet Pu Leather Classic Short Multi-card Purse Credit Business Card Holders Deep Brown 10*11.5*0.5 Men Wallet,Fashion,PU",KSh 399,KSh 699 
6580,FH 1 Pair Creative High-gradeCloth Rose Flower Window Curtain Tieback Clip-on No Need Drilling Purple 60cm ,KSh 349,
6581,"HN-3 piece/Set New Crystal drops Peacock Necklace pendant ring stud earring Women Jewellery Gift Black as picture HN Shop.New Brand,Company wishes: Bring the products to you and make your life better!",KSh 799,
6582,Solar light 20.30.48LED high brightness outdoor wall lamp body sensor light waterproof 20led black solar energy ,KSh 450,KSh 899 
6583,3D Massager Roller for Face Body Slimming Skin Tightening Facial Beauty Instrument Stereo Shaping silver ,KSh 99,KSh 499 
6584,1piece Rock Style Woman Young Gift Leaf Chain Tassel Earrings Metallic Gold Silver Jewelry Ear Clip Gold One Size Here the best choices for you to enjoy the new fashion.,KSh 699,"KSh 1,378 "
6585,Favored One - New Fashion bobo black short hair wigs daily business female Beauty Wigs Wigheat black same size Favored One - New Fashion bobo black short hair wigs daily business female Beauty Wigs Wigheat,KSh 899,"KSh 1,747 "
6586,2018 Women Shirt Chiffon Blusas Femininas Tops Elegant Ladies Formal Office Blouse Chiffon shirt red m 2018 Women Shirt Chiffon Blusas Femininas Tops Elegant Ladies Formal Office Blouse Plus Size Chiffon shirt clothing,KSh 249,
6587,6 PCS Coffee Tea Milk Breakfast  Glass  Cup as picture middle ,KSh 79,KSh 699 
6588,Collapsible Grip & Stand Popsocket for Phones and Tablets black one size ,KSh 499,"KSh 1,599 "
6589,Foldable Wireless Arc Optical Mouse Mice with USB Receiver for PC Laptop Notebook Computer black one size ,KSh 89,KSh 299 
6590,New Fashion Jewelry Women Rhinestone Earring Women Accessories Stud Earrings Jewellery silver one size Women&aposs Fashion Accessories Stud Earrings,KSh 399,KSh 890 
6591,Sundabests Non-Stick Triple Coating Frying Pan(SD-24/26) green 22cm ,KSh 89,KSh 299 
6592,New Fashion Jewelry Women Earring Metal TreeLeaves Stud Earrings Women Accessories Jewellery gold one size New Fashion Jewellery Women Earring,KSh 400,
6593,"Churchill Branded USB Flash Disk 8GB Blue Unique Card Flash Drive Unique USB Flash Disk 8GB 
Blue card Flash Drive
card size: 5.3cm*8.3cm",KSh 599,
6594,Sandisk 32GB  64GB 128GB Memory Card U1 Class 10 Micro SD Card SDXC SDHC Microsd Flash TF Card as shown sandisk 32gb 80mb/s Sandisk 32GB 64GB 128GB Memory Card U1 Class 10 Micro SD Card SDXC SDHC Microsd Flash TF Card Memory Cards,"KSh 2,650","KSh 3,290 "
6595,VITRON V008 Home Theater Sound System 2.1 Multimedia Bluetooth Speaker Subwoofer black 25w V008 ,KSh 899,"KSh 1,299 "
6596,Bluetooth Smart Watch Smartwatch DZ09 Android Phone Call Relogio 2G GSM SIM TF Card Camera Black one size ,KSh 799,KSh 999 
6597,YOUTUBE New fashion Net red Bri Hall the same goods synthetic lady wig detached complete short wig COLORMIX ,"KSh 2,998",
6598,COCOCICI Fastion Men&aposs National Style Printing 3D fashion leisure large size slim long sleeve shirts DEEP BLUE 3XL COCOCICI Fastion men shirts Long Sleeve Shirt Men 3D Printing Slim Fit Turn-do,"KSh 13,450","KSh 17,000 "
6599,FΩL 32 Inch Support T2 Function  Full HD 1080P LED Digital TV(13450KSh only for top40 customers) black 32 Inch ,"KSh 1,499","KSh 2,299 "
6600,"TAGWOOD MP-28 Cuboid LED Mini Wireless Bluetooth  Portable Speaker Subwoofer  Alarm Clock Stereo white 500W MP-28 BLUETOOTH, USB PORT, LIGHT, AUX, ALARM, CLOCK, PORTABLE.",KSh 999,"KSh 1,800 "
6601,SuTai Electric Kettle 2.2L  Double-layer VDE 2 Plug 220-240V ironing Kettle(6 Months Warranty ) as picture 2.2L ,"KSh 2,399","KSh 4,998 "
6602,X96 Mini TV BOX Android 7.1 OS Smart TV Box Amlogic S905W  Quad Core 2.4GHz WiFi Set Top Box ,"KSh 1,490","KSh 3,790 "
6603,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers) Fashion Button Double Pure Color Cotton double color 5*6 ,"KSh 1,490","KSh 3,790 "
6604,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers)Fashion Button Double Pure Color Cotton color as picture 5*6 ,"KSh 1,150","KSh 1,500 "
6605,"5000mAh Portable Power Bank with LED Flashlight, USB Output Port (LPB-213) gold 5000 ","KSh 3,250","KSh 3,950 "
6606,Sathiya High Quality Exquisite Kitchen Wares Double Burner Gas Stove（8822） black one size ,KSh 899,"KSh 1,599 "
6607,Lucky Men 2018 New arrival Fashion Popular Pocket Design Hooded Sweater light gray xxl Lucky Men 2018 New arrival Fashion Popular Pocket Design Hooded Sweater,"KSh 1,199","KSh 1,599 "
6608,Lucky Men Sports Pants Casual Fitness Cotton Stretch Guard Pants fitness Muscle Pants red XXL Lucky Men Sports Pants Casual Fitness Cotton Stretch Guard Pants fitness Muscle Pants,"KSh 2,025",
6609,Men Running Shoes Sport Big Size Black/Gray  Shoes Summer/Autumn Sneakers Mens Athletic Trainers black 39 Men Running Shoes Sport Big Size Black/Gray  Shoes Summer/Autumn Sneakers Mens Athletic Trainers,KSh 898,
6610,New women&aposs diamond transparent pointed shallow flat sole sandals shoes pink 36 New women&aposs diamond transparent pointed shallow flat sole sandals shoes,"KSh 1,099","KSh 2,599 "
6611,Simple Fashion Tassel Shoulder Diagonal Cross Bag BROWN ,KSh 299,
6612,RONI Lady diamond necklace earrings two-piece set women sweet love style jewelry suit 01 all code ,KSh 359,KSh 499 
6613,Sundabests High Quality Stainless Steel Vacuum Flask Thermos  Thermal Water Bottle 350ml(10915) silver 350mL ,"KSh 2,190","KSh 3,790 "
6614,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers)Fashion Button Double Pure Color Cotton color as picture 5*6 ,"KSh 11,300",
6615,"GoldenTech 26"" HD LED TV DV3T2 Energy Saving black 26 Inch ","KSh 1,299",
6616,2EST Solo 3.0 Wireless Bluetooth Headset Headphone FM AUX MIC black beats Solo 3.0 Wireless Bluetooth Headset Headphone FM AUX MIC,KSh 799,
6617,"JayJero J55 wired earphone earbud headphone earpiece stereo heavy bass cute in ear surround headset white Buy any JayJero line of audio products and just &aposListen and Believe&apos.
Finished to perfection. Extra bass, very clear and loud.","KSh 3,999","KSh 4,599 "
6618,UC18 Portable Projector With HDMI TF Card USB LED For Home Theater EU Plug Black ,"KSh 9,499","KSh 9,999 "
6619,"(+Free Cover) iBRIT i7 - 5.5&apos&apos - 32GB - 3GB, Fingerprint , 8MP Camera - 4G Dual SIM - 4000mAh grey Finger Print ID: 32GB, 3GB RAM: Back-8MP, 5MP Front: Android 7.0 Nougat;5.5inch Full HD IPS Display4G Dual Sim","KSh 1,599","KSh 2,359 "
6620,"SOHI 1 Pairs PU Thick Heel Sandals Shoes Sexy Causal High Heels Women Shoes red 34 SOHI High Quality 1 Pairs PU Elegant Sexy Sandals Shoes,Shopping Made Fun","KSh 1,699","KSh 3,398 "
6621,ShoeAll 1 Pairs Casual PU Leather Quality Boots For Men Lace Up Boot Shoes black 39 ,KSh 799,KSh 999 
6622,"Men Watch Ultra Thin Stainless Steel Clock Male Quartz Sport Watch Luxury Business Wrist watch Black Black Gold 23cm Luxury,Men, Watch,Steel,Business,Casual","KSh 1,369",
6623,Breathed Yeezy Shoes Sports Shoes Running Shoes #3 eur40 ,KSh 799,
6624,16 x 52 Dual Focus Monocular Spotting Telescope Zoom Optic Lens Binoculars 98-8000M black ,"KSh 1,799",
6625,"13x4"" Lace Frontal Closures Body Wave Brazilian Unprocessed Virgin Human Hair Lace Frontals Closure natural black 8inches ","KSh 1,899",
6626,New High Quality1080P Miracast 2nd Generation Chromecast 2 Digital HDMI Media Video Streamer New High Quality1080P Miracast 2nd Generation Chromecast 2 Digital HDMI Media Video Streamer,"KSh 4,200","KSh 4,899 "
6627,TAGWOOD MP-2044 Home Theater Sound System Bluetooth Speaker Subwoofer And FM Radio WHITE pmpo: 9000W MP-2044 Multimedia 2.1  Subwoofer  With Bluetooth,"KSh 1,599",
6628,"Men&aposs shoes tide black and white color trend sports shoes men&aposs casual shoes blue 39 -Product category: Sports shoes
-Sole material: hard rubber
-Style: Fashion
-Function: breathable
-Breathable and cool
-Perfect design",KSh 999,
6629,"Women Handbags 4 Pcs/Set  PU Leather Zipper Handbag Solid Shoulder Messenger Bag Purse (4 Colors） black sets bags Women Shoulder Bags Set, 4 Pcs/Set Women Fashion Leather Zipper Handbag Solid Shoulder Messenger Bag Purse (4 Colors)","KSh 2,899",
6630,3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen Red 3Pcs 3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen,KSh 799,
6631,SanDisk Ultra 32GB Dual Drive m3.0 for Android Devices and Computers flashdisk flash disk black sandisk 32gb SanDisk Ultra 16GB 32GB 64GB Dual Drive m3.0 for Android Devices and Computers flashdisk flash disk,KSh 499,KSh 599 
6632,"Super Bass Sport Earphones Stereo Running Headset DJ HiFi blue Earphone,Bluetooth,Headset,Earbuds,headphone,wireless,sport,bass,in-ear,Stereo",KSh 839,"KSh 1,688 "
6633,Sport Bluetooth Headphones Stereo Handsfree Sports Earbuds With Mic Sports Subwoofer Black sweat-resistant headphones workout earbuds,"KSh 1,599","KSh 2,099 "
6634,Women Boots Thigh High Suede Mid-Calf Boots Autumn Flock Winter Ladies Fashion Snow Boots Shoes brown 35 ,KSh 859,"KSh 1,699 "
6635,3 In 1 Rechargeable Electric Shaver 3D Triple Blade Heads Shaving Razors Men Beard Trimmer Barber Gold as pictures ,KSh 229,
6636,RONI Lady  fashion creative pin earring imitation pearl temperament ear ornaments dress accessories 01 all code ,KSh 799,KSh 999 
6637,"M2 Smart Watch Waterproof Heart Rate Monitor Bluetooth Sport Smart Band Bracelet Pedometer black one size Smart Watch,Bluetooth,Android,Bracelet,Sport,Pedometer,Waterproof",KSh 249,
6638,Oasis Brand Korean Rose Gold Hollow Out Bling Zircon Gilded Camellia Flower Bracelet For Women golden one size ,"KSh 1,288",
6639,New Sports and Leisure Men&aposs Shoes Lightweight Breathable Non-slip Tide Mesh Sneakers 153 black 44=27cm ,"KSh 1,369",
6640,Breathed Yeezy Shoes Sports Shoes Running Shoes white black 44=27cm ,"KSh 6,999","KSh 12,999 "
6641,"DUXIU 4th generation Smartphone Octa-Core 6.1""Dual SIM Fingerprint&Face ID Mobile Phone3+32G 4800mAh blue Android 8.1,4800mAh,1080p,",KSh 598,
6642,6pcs Kitchen Cleaning Tool Set Nano Emery Magic Wipe Spongex2/Brushx2/Leachate Rack x1 green(6 in 1) Rack x1+brush x3+Sponge x2 ,KSh 889,"KSh 1,079 "
6643,Spring and autumn women u00a0shirt new Bohemian resort style fashion trend shirts Spring and autumn women u00a0shirt new Bohemian resort style fashion trend shirts,"KSh 1,398",
6644,New Women Handbag Pouch Bags Card Bag Shoulder Bag Totes Purse 4pcs Set Composite Bags Crossbody Bag brown as picture ,KSh 666,KSh 748 
6645,New autumn summer fashion trend sexy round collar high waist European belt pocket dress xxl red ,"KSh 3,299",
6646,3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen black 3pcs 3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen,"KSh 1,799","KSh 1,899 "
