,productName,offer_Price,market_Price
1020,Transull High Quality 1pcs Table Cloth(35234-1) random color 137*183cm ,KSh 450,KSh 590 
1021,6 Pairs/Set Earring Jewelry Women Fashion Accessories Earring Rhinestone Rainbow Color Jewellery colors one size 6 Pairs/Set Earring,KSh 399,KSh 799 
1022,Super Bass Sweat Proof Sports Earphones Black+Green ,KSh 499,"KSh 1,899 "
1023,Synthetic Wigs New Fashion Hair Wigs Women Wigs Long Hair Straight 26inch black 26inch Synthetic Wigs Straight 26inch,KSh 999,"KSh 2,199 "
1024,"12PCS/Set Lipstick Mini Cute Waterproof Beautiful Lippie Balm 12Color Make Up 12 colors set Super save money, get 12 pcs set of lipstick now!",KSh 499,
1025,"Men&aposs Wallet Pu Leather Classic Short Multi-card Purse Credit Business Card Holders Deep Brown 10*11.5*0.5 Men Wallet,Fashion,PU",KSh 379,KSh 599 
1026,FH 1 Pair Creative High-gradeCloth Rose Flower Window Curtain Tieback Clip-on No Need Drilling Purple 60cm ,KSh 399,KSh 699 
1027,"HN-3 piece/Set New Crystal drops Peacock Necklace pendant ring stud earring Women Jewellery Gift Black as picture HN Shop.New Brand,Company wishes: Bring the products to you and make your life better!",KSh 349,
1028,Solar light 20.30.48LED high brightness outdoor wall lamp body sensor light waterproof 20led black solar energy ,KSh 799,
1029,3D Massager Roller for Face Body Slimming Skin Tightening Facial Beauty Instrument Stereo Shaping silver ,KSh 450,KSh 899 
1030,1piece Rock Style Woman Young Gift Leaf Chain Tassel Earrings Metallic Gold Silver Jewelry Ear Clip Gold One Size Here the best choices for you to enjoy the new fashion.,KSh 99,KSh 499 
1031,Favored One - New Fashion bobo black short hair wigs daily business female Beauty Wigs Wigheat black same size Favored One - New Fashion bobo black short hair wigs daily business female Beauty Wigs Wigheat,KSh 699,"KSh 1,378 "
1032,2018 Women Shirt Chiffon Blusas Femininas Tops Elegant Ladies Formal Office Blouse Chiffon shirt red m 2018 Women Shirt Chiffon Blusas Femininas Tops Elegant Ladies Formal Office Blouse Plus Size Chiffon shirt clothing,KSh 899,"KSh 1,747 "
1033,6 PCS Coffee Tea Milk Breakfast  Glass  Cup as picture middle ,KSh 249,
1034,Collapsible Grip & Stand Popsocket for Phones and Tablets black one size ,KSh 79,KSh 699 
1035,Foldable Wireless Arc Optical Mouse Mice with USB Receiver for PC Laptop Notebook Computer black one size ,KSh 499,"KSh 1,599 "
1036,New Fashion Jewelry Women Rhinestone Earring Women Accessories Stud Earrings Jewellery silver one size Women&aposs Fashion Accessories Stud Earrings,KSh 89,KSh 299 
1037,Sundabests Non-Stick Triple Coating Frying Pan(SD-24/26) green 22cm ,KSh 399,KSh 890 
1038,New Fashion Jewelry Women Earring Metal TreeLeaves Stud Earrings Women Accessories Jewellery gold one size New Fashion Jewellery Women Earring,KSh 89,KSh 299 
1039,"Churchill Branded USB Flash Disk 8GB Blue Unique Card Flash Drive Unique USB Flash Disk 8GB 
Blue card Flash Drive
card size: 5.3cm*8.3cm",KSh 400,
1040,Sandisk 32GB  64GB 128GB Memory Card U1 Class 10 Micro SD Card SDXC SDHC Microsd Flash TF Card as shown sandisk 32gb 80mb/s Sandisk 32GB 64GB 128GB Memory Card U1 Class 10 Micro SD Card SDXC SDHC Microsd Flash TF Card Memory Cards,KSh 599,
1041,VITRON V008 Home Theater Sound System 2.1 Multimedia Bluetooth Speaker Subwoofer black 25w V008 ,"KSh 2,650","KSh 3,290 "
1042,Bluetooth Smart Watch Smartwatch DZ09 Android Phone Call Relogio 2G GSM SIM TF Card Camera Black one size ,KSh 899,"KSh 1,299 "
1043,YOUTUBE New fashion Net red Bri Hall the same goods synthetic lady wig detached complete short wig COLORMIX ,KSh 799,KSh 999 
1044,COCOCICI Fastion Men&aposs National Style Printing 3D fashion leisure large size slim long sleeve shirts DEEP BLUE 3XL COCOCICI Fastion men shirts Long Sleeve Shirt Men 3D Printing Slim Fit Turn-do,"KSh 2,998",
1045,FΩL 32 Inch Support T2 Function  Full HD 1080P LED Digital TV(13450KSh only for top40 customers) black 32 Inch ,"KSh 13,450","KSh 17,000 "
1046,"TAGWOOD MP-28 Cuboid LED Mini Wireless Bluetooth  Portable Speaker Subwoofer  Alarm Clock Stereo white 500W MP-28 BLUETOOTH, USB PORT, LIGHT, AUX, ALARM, CLOCK, PORTABLE.","KSh 1,499","KSh 2,299 "
1047,SuTai Electric Kettle 2.2L  Double-layer VDE 2 Plug 220-240V ironing Kettle(6 Months Warranty ) as picture 2.2L ,KSh 999,"KSh 1,800 "
1048,X96 Mini TV BOX Android 7.1 OS Smart TV Box Amlogic S905W  Quad Core 2.4GHz WiFi Set Top Box ,"KSh 2,399","KSh 4,998 "
1049,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers) Fashion Button Double Pure Color Cotton double color 5*6 ,"KSh 1,490","KSh 3,790 "
1050,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers)Fashion Button Double Pure Color Cotton color as picture 5*6 ,"KSh 1,490","KSh 3,790 "
1051,"5000mAh Portable Power Bank with LED Flashlight, USB Output Port (LPB-213) gold 5000 ","KSh 1,150","KSh 1,500 "
1052,Sathiya High Quality Exquisite Kitchen Wares Double Burner Gas Stove（8822） black one size ,"KSh 3,250","KSh 3,950 "
1053,Lucky Men 2018 New arrival Fashion Popular Pocket Design Hooded Sweater light gray xxl Lucky Men 2018 New arrival Fashion Popular Pocket Design Hooded Sweater,KSh 899,"KSh 1,599 "
1054,Lucky Men Sports Pants Casual Fitness Cotton Stretch Guard Pants fitness Muscle Pants red XXL Lucky Men Sports Pants Casual Fitness Cotton Stretch Guard Pants fitness Muscle Pants,"KSh 1,199","KSh 1,599 "
1055,Men Running Shoes Sport Big Size Black/Gray  Shoes Summer/Autumn Sneakers Mens Athletic Trainers black 39 Men Running Shoes Sport Big Size Black/Gray  Shoes Summer/Autumn Sneakers Mens Athletic Trainers,"KSh 2,025",
1056,New women&aposs diamond transparent pointed shallow flat sole sandals shoes pink 36 New women&aposs diamond transparent pointed shallow flat sole sandals shoes,KSh 898,
1057,Simple Fashion Tassel Shoulder Diagonal Cross Bag BROWN ,"KSh 1,099","KSh 2,599 "
1058,RONI Lady diamond necklace earrings two-piece set women sweet love style jewelry suit 01 all code ,KSh 299,
1059,Sundabests High Quality Stainless Steel Vacuum Flask Thermos  Thermal Water Bottle 350ml(10915) silver 350mL ,KSh 359,KSh 499 
1060,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers)Fashion Button Double Pure Color Cotton color as picture 5*6 ,"KSh 2,190","KSh 3,790 "
1061,"GoldenTech 26"" HD LED TV DV3T2 Energy Saving black 26 Inch ","KSh 11,300",
1062,2EST Solo 3.0 Wireless Bluetooth Headset Headphone FM AUX MIC black beats Solo 3.0 Wireless Bluetooth Headset Headphone FM AUX MIC,"KSh 1,299",
1063,"JayJero J55 wired earphone earbud headphone earpiece stereo heavy bass cute in ear surround headset white Buy any JayJero line of audio products and just &aposListen and Believe&apos.
Finished to perfection. Extra bass, very clear and loud.",KSh 799,
1064,UC18 Portable Projector With HDMI TF Card USB LED For Home Theater EU Plug Black ,"KSh 3,999","KSh 4,599 "
1065,"(+Free Cover) iBRIT i7 - 5.5&apos&apos - 32GB - 3GB, Fingerprint , 8MP Camera - 4G Dual SIM - 4000mAh grey Finger Print ID: 32GB, 3GB RAM: Back-8MP, 5MP Front: Android 7.0 Nougat;5.5inch Full HD IPS Display4G Dual Sim","KSh 9,499","KSh 9,999 "
1066,"SOHI 1 Pairs PU Thick Heel Sandals Shoes Sexy Causal High Heels Women Shoes red 34 SOHI High Quality 1 Pairs PU Elegant Sexy Sandals Shoes,Shopping Made Fun","KSh 1,599","KSh 2,359 "
1067,ShoeAll 1 Pairs Casual PU Leather Quality Boots For Men Lace Up Boot Shoes black 39 ,"KSh 1,699","KSh 3,398 "
1068,"Men Watch Ultra Thin Stainless Steel Clock Male Quartz Sport Watch Luxury Business Wrist watch Black Black Gold 23cm Luxury,Men, Watch,Steel,Business,Casual",KSh 799,KSh 999 
1069,Breathed Yeezy Shoes Sports Shoes Running Shoes #3 eur40 ,"KSh 1,369",
1070,16 x 52 Dual Focus Monocular Spotting Telescope Zoom Optic Lens Binoculars 98-8000M black ,KSh 799,
1071,"13x4"" Lace Frontal Closures Body Wave Brazilian Unprocessed Virgin Human Hair Lace Frontals Closure natural black 8inches ","KSh 1,799",
1072,New High Quality1080P Miracast 2nd Generation Chromecast 2 Digital HDMI Media Video Streamer New High Quality1080P Miracast 2nd Generation Chromecast 2 Digital HDMI Media Video Streamer,"KSh 1,899",
1073,TAGWOOD MP-2044 Home Theater Sound System Bluetooth Speaker Subwoofer And FM Radio WHITE pmpo: 9000W MP-2044 Multimedia 2.1  Subwoofer  With Bluetooth,"KSh 4,200","KSh 4,899 "
1074,"Men&aposs shoes tide black and white color trend sports shoes men&aposs casual shoes blue 39 -Product category: Sports shoes
-Sole material: hard rubber
-Style: Fashion
-Function: breathable
-Breathable and cool
-Perfect design","KSh 1,599",
1075,"Women Handbags 4 Pcs/Set  PU Leather Zipper Handbag Solid Shoulder Messenger Bag Purse (4 Colors） black sets bags Women Shoulder Bags Set, 4 Pcs/Set Women Fashion Leather Zipper Handbag Solid Shoulder Messenger Bag Purse (4 Colors)",KSh 999,
1076,3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen Red 3Pcs 3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen,"KSh 2,899",
1077,SanDisk Ultra 32GB Dual Drive m3.0 for Android Devices and Computers flashdisk flash disk black sandisk 32gb SanDisk Ultra 16GB 32GB 64GB Dual Drive m3.0 for Android Devices and Computers flashdisk flash disk,KSh 799,
1078,"Super Bass Sport Earphones Stereo Running Headset DJ HiFi blue Earphone,Bluetooth,Headset,Earbuds,headphone,wireless,sport,bass,in-ear,Stereo",KSh 499,KSh 599 
1079,Sport Bluetooth Headphones Stereo Handsfree Sports Earbuds With Mic Sports Subwoofer Black sweat-resistant headphones workout earbuds,KSh 839,"KSh 1,688 "
1080,Women Boots Thigh High Suede Mid-Calf Boots Autumn Flock Winter Ladies Fashion Snow Boots Shoes brown 35 ,"KSh 1,599","KSh 2,099 "
1081,3 In 1 Rechargeable Electric Shaver 3D Triple Blade Heads Shaving Razors Men Beard Trimmer Barber Gold as pictures ,KSh 859,"KSh 1,699 "
1082,RONI Lady  fashion creative pin earring imitation pearl temperament ear ornaments dress accessories 01 all code ,KSh 229,
1083,"M2 Smart Watch Waterproof Heart Rate Monitor Bluetooth Sport Smart Band Bracelet Pedometer black one size Smart Watch,Bluetooth,Android,Bracelet,Sport,Pedometer,Waterproof",KSh 799,KSh 999 
1084,Oasis Brand Korean Rose Gold Hollow Out Bling Zircon Gilded Camellia Flower Bracelet For Women golden one size ,KSh 249,
1085,New Sports and Leisure Men&aposs Shoes Lightweight Breathable Non-slip Tide Mesh Sneakers 153 black 44=27cm ,"KSh 1,288",
1086,Breathed Yeezy Shoes Sports Shoes Running Shoes white black 44=27cm ,"KSh 1,369",
1087,"DUXIU 4th generation Smartphone Octa-Core 6.1""Dual SIM Fingerprint&Face ID Mobile Phone3+32G 4800mAh blue Android 8.1,4800mAh,1080p,","KSh 6,999","KSh 12,999 "
1088,6pcs Kitchen Cleaning Tool Set Nano Emery Magic Wipe Spongex2/Brushx2/Leachate Rack x1 green(6 in 1) Rack x1+brush x3+Sponge x2 ,KSh 598,
1089,Spring and autumn women u00a0shirt new Bohemian resort style fashion trend shirts Spring and autumn women u00a0shirt new Bohemian resort style fashion trend shirts,KSh 889,"KSh 1,079 "
1090,New Women Handbag Pouch Bags Card Bag Shoulder Bag Totes Purse 4pcs Set Composite Bags Crossbody Bag brown as picture ,"KSh 1,398",
1091,New autumn summer fashion trend sexy round collar high waist European belt pocket dress xxl red ,KSh 666,KSh 748 
1092,3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen black 3pcs 3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen,"KSh 3,299",
1093,TAGWOOD S1 2 IN 1 SPEEDY BLENDER white & green HARD PLASTIC JAR,"KSh 1,799","KSh 1,899 "
1094,Long Life EA-Egg Steamer yellow normal ,KSh 680,KSh 890 
1095,QCG new Phone 6.3inch 8G+128G 26MP+8MP 9800mAh Face&Fingerprint&Screen unlocking Dual SIM Smartphone sea blue 19:9 big field of vision，2560*1440 HD resolution，9800mAh long standby，8G+128G large memory，Helio P60 ten-core processor,"KSh 18,999","KSh 19,999 "
1096,Sandisk 32GB Memory Card U1 Class 10 Micro SD Card SDXC SDHC Microsd Flash TF Card as shown SanDisk 32GB 80MB/S Sandisk 32GB Memory Card U1 Class 10 Micro SD Card SDXC SDHC Microsd Flash TF Card,KSh 599,
1097,KiliFun Collection R9 Inkax Brand Earbuds/Earphone Stereo 3.5mm wired control with mic and button black Wired earphones with a high sound quality. Music courier and passion. Noise isolation with precise bass.,KSh 299,KSh 390 
1098,Women Boots High Heels Ladies Shoes Women Shoes Casual Shoes Autumn Comfortable Boots brown 43 ,"KSh 1,499","KSh 1,899 "
1099,"Licer Portable Wireless Business Bluetooth Earphone with Charging Box Stereo Earbuds V4.2 2Pcs Black Fashion style,Energy saving design,Long time standby.
High-fidelity sound and voice quality effect,comfortable to wear,easy to carry.",KSh 999,"KSh 1,899 "
1100,"SOFTCARE Diaper Premium, Medium 6-9Kgs,Count 72 For Baby white m72(6-9kgs) ","KSh 1,125","KSh 1,350 "
1101,"TOTO Gentleman Business flat shoes men shoes formal shoes party shoes casual shoes leather shoes black 39 Super Fibre Leather Fashion business high-end luxury men&aposs leather shoes, exquisite workmanship, gentleman&aposs choice","KSh 1,999","KSh 4,000 "
1102,Women&aposs boots new thick bottom Martin motorcycle women&aposs boots British wind boots black 35 Women&aposs boots new thick bottom Martin motorcycle women&aposs boots British wind boots,"KSh 1,785",
1103,"New men&aposs shoes winter and fall trends go with casual canvas shoes and men&aposs sneakers Black/white 39 Quality first service is the best
Customers are all our friends.
Fashion Design 100% New Quality",KSh 958,
1104,"200*100cm Romantic Butterfly Blinds Curtain Yarn Tulle Organza Child Window Screen Living Bedroom colorful-same with picture 200*100cm *What you get:1 x Colorful Butterlfly Printed Burnt-out Curtain 
*Material: Organdy
*Size: 100cm wide x200cm height",KSh 599,
1105,"2pcs Oval Double Sides Magic twist hair brush sponge Sponge Brush for Natural afro coil wave dread random color normal *What you get: 2pcs/set Magic Twist hair sponge
*Size: 145*96*45mm
*Holes : 32 holes
*Hole Diameter: 8 mm",KSh 649,
1106,Summer Chiffon Blouse/ Shirt /Short Sleeve Shirt /Women&aposs Tops Yellow l Summer Chiffon Blouse/ Shirt /Short Sleeve Shirt /Women&aposs Tops,KSh 699,KSh 999 
1107,1 Pairs Fashion New Female Pointed Shoes/ Flat Shoes/ Pearls Single Shoes Shoes/ Shoes Gold 39 1 Pairs Fashion New Female Pointed Shoes/ Flat Shoes/ Pearls Single Shoes Shoes/ Shoes,KSh 799,KSh 999 
1108,"Baby Girl Clothing Toddler Kids Jumpsuit Summer Newborn Infant Clothes Outfit GX603A royal blue 110 2018NEW,Fashion!",KSh 515,KSh 659 
1109,"OALE P1, 5.5 inch, 2GB+16GB, 5MP+8MP, 2500mAh, Android 8.1, Fingerprint, Smart Phones Luxury Gold ","KSh 6,999","KSh 9,999 "
1110,"Certified Refurbished: iPhone4S - 3.5 inch screen -16G Smartphone black A smoother system than iPhone4, which supports more app","KSh 3,899",
1111,SANZ 2800 Rechargeable Hair Clipper Professional Electric Haircut Trimmer white 3w ,"KSh 1,250","KSh 2,300 "
1112,Baby Kids Girls Princess Dress Pageant Wedding Birthday Party Lace Long Dresses pink  WWW108A 100 ,KSh 649,KSh 999 
1113,5Pcs Glitter Eyes Makeup Women Easy to Wear Waterproof Pigmented Liquid Eyeliner Glitter Makeup 5pcs ,KSh 999,"KSh 1,998 "
1114,New Fashion Women Shoes Sandals Summer Flip Flops Bohemia Flat Sandals Female Beaded Shoes brown 38 women shoes ladies shoes,"KSh 1,254","KSh 1,399 "
1115,Women Sneakers Fashion Flat Platform Shoes Height Increasing Causal Shoes For Women Zippers Sneakers red 38 ,"KSh 1,873","KSh 2,094 "
1116,Elegant Ladies Shallow Mouth Low Heel Sandals Shoes Red 36 ,"KSh 1,299","KSh 2,799 "
1117,4Pcs Bedding Set  (1 Duvet cover+1 Bed sheet+2 Pillow covers) Aloe Cotton Flexibility Zipper Design color as picture 5*6 ,"KSh 1,690","KSh 3,100 "
1118,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers) Fashion Button Double Pure Color Cotton double color 5*6 ,"KSh 2,190","KSh 3,790 "
1119,"(Special Offer)Skyworth 32""   Digital LED TV For Sale one 32 >Display size:32""  > Resolution/Frame:1366*766/60Hz   >ATV Receiving System PAL/SECAM BG/DK/I","KSh 15,450","KSh 19,999 "
1120,Chiffon shirt women&aposs new spring slim office business party Korean version of long-sleeved jacket black s ,KSh 699,KSh 872 
1121,Hot-Men shoe autumn men&aposs sports shoe Breathable Trendy British Casual Business Shoe with 6 gifts! black a 39 ,"KSh 1,399",
1122,"Feiyue men shoes women shoes,lovers shoes, sports shoes,casual shoes，female shoes flat shoes black 36 This shoe belongs to the explosive style of INS. It is fashionable, lightweight and has a strong discount.",KSh 999,"KSh 1,699 "
1123,"fashion casual men&aposs shoes comfortable outdoor sports shoes black 39 Color:  black
Size: 39, 40, 41, 42, 43, 44","KSh 1,589",
1124,New ladies watches selling diamond square ladies bracelet watches ladies watches golden one size New ladies watches selling diamond square ladies bracelet watches ladies watches,"KSh 1,225",
1125,"In 2019, new promotions, crazy buying, one-shoulder slanting, handbags red ordinary 2019 nuevo verano bolso de mujer para mujer bolsillo cremallera Bolsos De Mujer solapa de la famosa marca de cuero de las mujeres Crossbody","KSh 1,799",
1126,Kztown Women Low Heel Shoes Fashion Boots Flat Shoes Casual Sneakers white 35 Welcome!you will find more good products if you visit our Store. We guarantee the lowest price and the highest quality of our products!,"KSh 1,599",
1127,"Mini Bluetooth Earphone With charging cell left and right ears wireless stereo twin ears  white white Listening time: 2 hours, talking time: 2.5 hours, transmission distance: 10-18 meters. Charging box, easy to carry.",KSh 699,
1128,"TECNO SPARK2, 6.0""HD, 16GB+1GB, 13MP+8MP, Face Unlock, 13 months warranty champagne gold ","KSh 10,099","KSh 10,200 "
1129,"FH Brand 17-Inch Bags Business Laptop Backpack Waterproof  USB Charging Port & Headphone interface gray 17-inch Anti Theft Waterproof Travel Backpack、College Student for Women Men,Fits Under 17-Inch Laptop Notebook","KSh 1,699","KSh 3,299 "
1130,"SOHI 1 Pairs PU Size 35-40 Comfortable Flat White Shoes Sequin Leaf Sneakers Shoes Women gold 35 SOHI High Quality 1 Pairs PU Causal Non-Slip Soles White Shoes,Shopping Made Fun","KSh 1,399","KSh 3,418 "
1131,Sundabests 6pcs High Quality Spiral Glass Glassware Cup(1089) as the picture 6pcs ,KSh 299,KSh 459 
1132,"HS2YGK - Two Slice Sandwich Maker white Cool touch handle & cool wrap body
Easy upright storage
Cord winding storage
High quality nonstick sandwich plates
Auto temperature control","KSh 1,695",
1133,TAGWOOD MP-3319 Home Theater Sound System Bluetooth Speaker Subwoofer And FM Radio Black 12000w MP-3319 Multimedia 3.1,"KSh 6,499","KSh 6,999 "
1134,"Handbags 4 PCS Graceful Solid Color Design Women Shoulder Bags Tote pink 35 * 28 * 17cm 100% brand new and high quality.
Package include:1*Hangbag,1*Shoulder bag1*Cellphone bag,1*Card bag","KSh 1,499","KSh 2,999 "
1135,20 Inches Curly Braiding Synthetic Fiber Hair Extensions For Women Natural Black Hair Wig Piece black 20inches 20 Inches Curly Braiding Synthetic Fiber Hair Extensions For Women Natural Black Hair Wig Piece,"KSh 1,268",
1136,"PRINLLA Women Fashion Water Drop Crystal Earrings Red Bride Wedding Drop Earrings Red 45mm Fashion,Personality,Elegant Temperament,Anti-allergy,Not easy to fade.
Occasions: Daily Dress Decoration,Wedding,Party,Gift...",KSh 299,KSh 599 
1137,"Women&aposs mesh breathable sports shoes with box，thick-soled lady&aposs casual shoes,fashion Torre shoes Black 39 Women&aposs sports shoes,casual shoes,white torre shoes,
Fabric material: PU+ mesh fabric
Lining material: breathable mesh cloth
Size: 36 ~ 40","KSh 2,099",
1138,"Ryan World Sport Smart Watch Smart Wristband Pedometer Waterproof Fitness Band Bracelet black one-size Packing List:
1 * Fitness tracker Bracelet
1* Charger cable
1* Manual",KSh 899,
1139,2019 latest style scarce women&aposs handbags handmade beaded luxury fashion style black small ,"KSh 1,500",
1140,"New Promotional Women&aposs Bag in 2019, Limited Buy, Single Shoulder Skew Bag red ordinary New promotional ladies&aposbags ， fashionable European and American style, single shoulder diagonal straddle bags","KSh 1,899",
1141,"Women&aposs Wish Bottle Pendant Necklace Heart-shaped Crystal Drifting Bottle Necklace Rose Red 45cm Appearance: Stylish and Novel Design, Elegant Temperament.
Nice accessories,Match with suitable apparel for different occasion.",KSh 199,KSh 599 
1142,"Europe Fashion Ladies shoes Casual Flats Women shoes Office loafers flats Cow leather white black black 41 High quality leather,Light, soft, breathable, comfortable and durable.Europe Fashion Ladies shoes Casual Flats Women shoes","KSh 1,899",
1143,Studio Condenser Microphone Sound Recording Audio Wired For live Radio KTV Blue tube silver mesh head  ,"KSh 3,499","KSh 3,695 "
1144,TECNO Pouvoir 2 - 16GB+3GB RAM - 6.0&apos&apos HD+ - 8MP+13MP - 4GLTE - 5000mAh - Face ID - Dual SIM midnight black TECNO Pouvoir 2,"KSh 12,699","KSh 13,999 "
1145,"12 Color Waterproof Outlast All-Day Moisturizing Lip Liner 12 PCS miked Last for 24 hours
Conditioning topcoat that leaves lips moisturized
Available in multiple shades, perfect for any time of day",KSh 599,"KSh 1,599 "
1146,Long Wigs For Black Women Long Curly Black Wigs For Women Natural Wigs Synthetic Women Black As picture Long Synthetic Wigs For Black Women Long Curly Black Wigs For Women Natural Women Hair Wigs Synthetic Women,KSh 899,
1147,KiliFun Collection 504Large Size Women&aposs New African Jeans Stretch Denim Hole Ladies Feet Pants dark blue 3xl KiliFun Collection 504Large Size Women&aposs New African Jeans Stretch Denim Hole Ladies Feet Pants,KSh 999,"KSh 1,900 "
1148,2018 Vintage Leather Men Dress Shoes Business Formal Brogue Pointed Toe Carved Oxfords Wedding Shoes brown 39 leather ,"KSh 2,199","KSh 3,599 "
1149,UNBREAKABLE Stainless Steel Coffee  Bottle 2.5L(11271) silver 2.5L ,KSh 859,"KSh 2,200 "
1150,"2018 New Lipsticks For Women Brand Lips Color Cosmetics Waterproof Long Lasting Lipstick Makeup 16# 2018 New Lipsticks For Women Sexy Brand Lips Color Cosmetics Waterproof Long Lasting Lipstick Makeup
Water-Resistant
Non-stick",KSh 399,"KSh 2,999 "
1151,GT08 Wearable Smart Watch With Hands-Free Call Phone Clock Push Message For Android Phones silver one size ,KSh 999,"KSh 2,199 "
1152,"2019 Women Laser Transparent Shoulder Bag Female Messenger Chain Bag PVC Small Crossbody Handbag Blue Normal Environmentally PVC Materials , Stylish and Practical, Quality and Good Service",KSh 888,
1153,"TBC Unisex fashion rubber shoe with multi-color for young Pocket friendly Blue 43 Pocket friendly fashion rubber shoe multi-color for men, each pair comes with one pair of socks for free",KSh 799,
1154,Oasis 1 Pair Hot Sale Square Rhinestone Plated Rose Gold Fashion Top Selection Earring Gift Women Grey one size ,KSh 116,
1155,White gold Color vintage rings For Women AAA Zircon jewelry vintage ring wedding engagement women silver 6 MDEAN White gold Color vintage rings For Women AAA Zircon jewelry vintage ring wedding engagement women rings Size 6 7 8 MSR125,KSh 398,
1156,New Female Pointed Shoes Flat Shoes Pearls Single Shoes Mother Shoes Bean Shoes Nurse Shoes Flat silvery 40 New Fashions Ladies&apos Pointed Flat Bottom Casual Shoes Pearl Single Shoes Women&aposs Shallow Mouth Soles Flat Shoes PX0052,"KSh 1,299","KSh 2,000 "
1157,Air Mesh Breathable Man Shoes Comfortable Soft Sneakers Men Chaussures Plateforme Vulcanize Shoes black 39 Air Mesh Breathable Man Shoes Comfortable Soft Sneakers Men Chaussures Plateforme Vulcanize Shoes,"KSh 2,390",
1158,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers) Fashion Button Double Pure Color Cotton double color 5*6 ,"KSh 2,190","KSh 3,790 "
1159,Shower Head Adjustable 3 Mode High Pressurized Handheld Shower Head Bathroom blue one size Shower Head Adjustable 3 Mode,KSh 499,"KSh 1,199 "
1160,TAGWOOD MP-27 Cuboid Mini Wireless Bluetooth Portable Speaker Subwoofer Black 500W MP-27 Portable Bluetooth Speaker,"KSh 1,399",
1161,"HWDZ2000B - Normal Water Dispenser Normal water dispenser
Two taps
Black colour body
Grey sprout
Drip tray & cover
Non electric (Normal water only)
Warranty: 12 months","KSh 3,995",
1162,Multipurpose Non-stick Gas Cookware Stainless Steel Soup Pan Cooking Tool Sets silver set ,"KSh 3,399","KSh 4,399 "
1163,ICECOOL BD-60 Chest Freezer white 550*446*635 white 550*446*635 ,"KSh 16,499","KSh 18,999 "
1164,32PCS Professional Makeup Brushes Set Powder Brush Beauty Cosmetic Tools Kit Eyeshadow Brushes Bag burlywood ,"KSh 1,099","KSh 2,599 "
1165,Fashion Women Handbags Ladies Canvas Shoulder Bags Striped Shoulderbag Ladies Chain Bag Women bags blue large Fashion Women Handbags Ladies Canvas Shoulder Bags Striped Shoulderbag Ladies Bag Women bags,"KSh 1,299","KSh 2,999 "
1166,U8 Smartwatch Bluetooth Watch Passometer Touch Screen Answer and Dial the Phone Black One Size Black color is available,KSh 699,"KSh 1,899 "
1167,Household electric Bean grinder coffee grinder grain grinder Grinding machine coffeemaker ,"KSh 1,699",
1168,LPT660 Wireless Bluetooth Earphone Headset with microphone heavy low bass stereo white orange ,"KSh 1,199",
1169,"Professional Eyeshadow Palette 120 Colors Eyeshadow Natural Super Light Makeup  Pallete Set Colorful Easy to color, not blooming
Rich in color
Waterproof and sweatproof",KSh 799,"KSh 2,599 "
1170,"Color 24 Cosmetic Contour Makeup Palette Shading Brightening Pressed Highlighter Powder as the picture Perfect for giving an all over glow, or for contouring
SMOOTH FORMULA - Easy to build up
Perfect for contouring cheeks, chin, and eyes",KSh 399,"KSh 1,799 "
1171,VITRON V503D Home Theater Sound System 2.1 Multimedia Bluetooth Speaker Subwoofer black 35W V503D ,"KSh 2,850","KSh 3,690 "
1172,Electric Shaver Rechargeable Double Blade Built in Charger Mini Razor for Face Care Men BeardTrimmer Black as pictures ,KSh 599,"KSh 1,699 "
1173,RONI Summer women baseball cap lady pure color  personality sequins sunshade cap 01 ,KSh 399,KSh 599 
1174,SOHI Winter Clearance Sale  1 Pairs Size 35-41 Suede Ankle Boots Women&aposs Shoes Causal Martin Boots black 38 SOHI Winter Clearance Sale  1 Pairs Size 35-41 Suede Ankle Boots Women&aposs Shoes Causal Martin Boots Made Fun,"KSh 1,329","KSh 1,399 "
1175,"COCOCICI Men&aposs Fashion Embroidered Solid Color Shirt Large Size Slim Long Sleeve Shirt deep blue xl The successful choice for business men, the fabric is breathable and comfortable, and the stretch is good.","KSh 1,299","KSh 2,598 "
1176,"Oukitel C10, 5.0"", 8GB + 1GB RAM (Dual SIM) 3G black Oukitel C10","KSh 4,350","KSh 4,420 "
1177,"JUMEI New Fashion Ladies Handbags Women Bag PU Leather Bags For Party For Wedding Holiday black s Safety And Environmental Protection materials of the handbags in my store
Fashion Style, let you be beautiful all the time","KSh 1,399","KSh 3,899 "
